id,name,developer,developer_inn,price_for_sqm,address,latitude,longitude,metro,metro_time,floors_min,floors_max,apartments,total_area,completion_date,start_date,escrow,problem_flag,rpd_number,region_num,developer_group,address_code
65596,ЖК Ассамблея,СЗ АТТИК,7801344214,406523.0,"г. Санкт-Петербург, Проспект 24-я линия Васильевского острова",59.94,30.2546,Горный институт,17.45,8,14,907,48930.83,2028-09-30,2025-04-26,1,0,78-002130,78,0,87
65587,,ЗАСТРОЙ СПЕЦЗАСТРОЙЩИК,7813654242,171249.0,"г. Санкт-Петербург, Уч. 2",59.672,30.2605,,,6,11,145,6265.16,2027-03-31,2025-04-25,1,0,78-002129,78,82,88
65586,"Город-спутник ""Южный""",ЗАСТРОЙ СПЕЦЗАСТРОЙЩИК,7813654242,182818.0,"г. Санкт-Петербург, Тер. Лесное, уч. 2",59.672,30.2605,,,7,8,124,4250.72,2027-03-31,2025-04-25,1,0,78-002129,78,82,89
65582,"Город-спутник ""Южный""",ЗАСТРОЙ СПЕЦЗАСТРОЙЩИК,7813654242,176380.0,г. Санкт-Петербург,59.6737,30.2599,,,10,11,249,9446.54,2027-03-31,2025-04-25,1,0,78-002128,78,82,90
65581,"Город-спутник ""Южный""",ЗАСТРОЙ СПЕЦЗАСТРОЙЩИК,7813654242,169947.0,г. Санкт-Петербург,59.6737,30.2599,,,2,11,196,6513.27,2027-03-31,2025-04-25,1,0,78-002128,78,82,90
65559,"ЖК ""MARINE COURT"" кк. 2,4,6",СЗ ПРОЕКТ-С-37,7840108725,316836.0,"г. Санкт-Петербург, Улица Шкиперский проток",59.9353,30.2193,Приморская,22.8333333333333,13,13,515,24882.13,2027-06-30,2025-04-24,1,0,78-002127,78,220,91
65558,"ЖК ""MARINE COURT"" кк. 1,3,5",СЗ ПРОЕКТ-С-37,7840108725,316836.0,"г. Санкт-Петербург, Улица Шкиперский проток",59.9353,30.2193,Приморская,22.8333333333333,13,13,515,24887.08,2027-06-30,2025-04-24,1,0,78-002127,78,220,91
65531,Жилой комплекс «Астра Континенталь»,СЗ СЭТЛ СТАНДАРТ,7810787580,371027.0,"г. Санкт-Петербург, Проспект Большой Смоленский",59.9002,30.4172,Елизаровская,7.41666666666667,10,14,2103,69815.73,2028-06-30,2025-04-22,1,0,78-002126,78,106,92
65492,"Город-спутник ""Южный""",ЗАСТРОЙ СПЕЦЗАСТРОЙЩИК,7813654242,171360.0,"г. Санкт-Петербург, Тер. Лесное, уч. 4",59.6731,30.258,,,10,10,54,2558.58,2027-03-31,2025-04-21,1,0,78-002125,78,82,93
65250,Витебский парк,СЗ ЛИГОВСКИЙ СИТИ,7806543527,289781.0,"г. Санкт-Петербург, Проспект Лиговский",59.8994,30.3441,Московские ворота,19.9166666666667,1,13,504,20722.4,2028-06-30,2025-04-04,1,0,78-002122,78,87,94
65209,ЖК «Гранат»,РСТИ НА ФУЧИКА-1 (СЗ),7813659071,386912.0,"г. Санкт-Петербург, Улица Фучика",59.8847,30.3808,Бухарестская,8.33333333333333,15,15,771,27289.88,2028-06-30,2025-04-04,1,0,78-002121,78,0,95
65068,Жилой квартал MARIINKA DELUXE,"СЗ ПРЯЖКА, 18",7804693238,968374.0,"г. Санкт-Петербург, Набережная Реки Пряжки",59.9238,30.28,Нарвская,16.7333333333333,10,11,94,8041.0,2027-12-31,2025-03-25,1,0,78-002119,78,0,96
64872,Жилой комплекс Парадный ансамбль,СЗ НОРД СИТИ,7810781281,211693.0,"г. Санкт-Петербург, Шоссе Пулковское, участок 23",59.7573,30.3004,,,6,6,504,15962.31,2028-03-31,2025-03-14,1,0,78-002116,78,6,97
64871,Жилой комплекс Парадный ансамбль,СЗ НОРД СИТИ,7810781281,206574.0,"г. Санкт-Петербург, Шоссе Пулковское, участок 23",59.7573,30.3004,,,6,6,49,1657.71,2028-03-31,2025-03-14,1,0,78-002116,78,6,97
64870,Жилой комплекс Парадный ансамбль,СЗ НОРД СИТИ,7810781281,211301.0,"г. Санкт-Петербург, Шоссе Пулковское, участок 23",59.7573,30.3004,,,6,6,143,4337.6,2028-03-31,2025-03-14,1,0,78-002116,78,6,97
64868,Жилой комплекс Парадный ансамбль,СЗ НОРД СИТИ,7810781281,209090.0,"г. Санкт-Петербург, Шоссе Пулковское, участок 23",59.7573,30.3004,,,6,6,414,13141.64,2028-03-31,2025-03-14,1,0,78-002116,78,6,97
64867,Жилой комплекс Парадный ансамбль,СЗ НОРД СИТИ,7810781281,214160.0,"г. Санкт-Петербург, Шоссе Пулковское, участок 23",59.7573,30.3004,,,6,6,870,26349.28,2028-03-31,2025-03-14,1,0,78-002116,78,6,97
64866,ОСТРОВ ПЕРВЫХ,СЗ НО,7813683780,390694.0,"г. Санкт-Петербург, Улица Перевозная улица, дом 1, литера Б; Санкт-Петербург, Перевозная улица, дом 1, литера В",59.9244,30.2766,Нарвская,20.3166666666667,11,11,579,24234.69,2029-03-31,2025-03-14,1,0,78-002115,78,203,98
64844,ЖК Знатный,СЗ ОРБИТА,7842192169,340449.0,"г. Санкт-Петербург, Улица Коли Томчака",59.8867,30.3231,Московские ворота,13.3166666666667,11,13,505,23887.1,2027-09-30,2025-03-13,1,0,78-002114,78,0,99
64835,ОСТРОВ ПЕРВЫХ,СЗ НО,7813683780,387055.0,"г. Санкт-Петербург, Улица Перевозная улица, дом 1, литера Б; Санкт-Петербург, Перевозная улица, дом 1, литера В",59.9247,30.2747,Нарвская,20.1,10,11,768,32803.63,2028-12-31,2025-03-12,1,0,78-002113,78,203,98
64822,«Дыбенко Парк»,СЗ СКВ СПБ,7803048130,278363.0,"г. Санкт-Петербург, Проспект Товарищеский",59.9029,30.4977,Проспект Большевиков,14.1333333333333,22,23,970,29270.4,2027-12-31,2025-03-11,1,0,78-002112,78,78,100
64811,ID Petrogradskaya,СЗ ЕВРОИНВЕСТ ПЕТРОГРАДСКАЯ,7841090125,464045.0,"г. Санкт-Петербург, ул Профессора Попова",59.9705,30.2956,Петроградская,15.9166666666667,7,7,122,6682.18,2029-12-31,2025-03-10,1,0,78-002111,78,158,101
64810,ID Petrogradskaya,СЗ ЕВРОИНВЕСТ ПЕТРОГРАДСКАЯ,7841090125,472996.0,"г. Санкт-Петербург, ул Профессора Попова",59.9705,30.2956,Петроградская,15.9166666666667,7,7,546,29719.48,2029-12-31,2025-03-10,1,0,78-002111,78,158,101
64809,ID Petrogradskaya,СЗ ЕВРОИНВЕСТ ПЕТРОГРАДСКАЯ,7841090125,576629.0,"г. Санкт-Петербург, ул Профессора Попова",59.9705,30.2956,Петроградская,15.9166666666667,7,7,157,8530.74,2029-12-31,2025-03-10,1,0,78-002111,78,158,101
64737,Дом на Курской,СЗ КВС-ВЫБОРГСКИЙ,7813294543,388224.0,"г. Санкт-Петербург, Улица Курская",59.9107,30.355,Обводный Канал,9.26666666666667,11,11,389,22776.22,2028-03-31,2025-03-05,1,0,78-002110,78,103,102
64489,«LEGENDA Васильевского»,ЛЕГЕНДА ВАСИЛЬЕВСКОГО,7810973191,319045.0,"г. Санкт-Петербург, Линия Кожевенная",59.9251,30.2441,Горный институт,23.7333333333333,11,11,72,4553.0,2027-12-31,2025-02-10,1,0,78-002109,78,124,103
64469,SETL Ривьера ,СЗ ПОТЕНЦИАЛ,7810759896,346919.0,г. Санкт-Петербург,59.9055,30.437,Новочеркасская,16.2333333333333,1,14,744,25454.84,2028-03-31,2025-02-07,1,0,78-002108,78,180,90
64468,SETL Ривьера ,СЗ ПОТЕНЦИАЛ,7810759896,326727.0,г. Санкт-Петербург,59.9061,30.4364,Новочеркасская,15.85,1,19,1925,64389.82,2028-03-31,2025-02-07,1,0,78-002108,78,180,90
64147,НОВАЯ ЗЕМЛЯ,ЛЕГЕНДА ЗАЛИВА,9717106913,326460.0,"г. Санкт-Петербург, Невская губа, участок 13, (западнее Васильевского острова, квартал 11)",59.9362,30.1917,Приморская,29.4,12,18,1887,59400.0,2028-12-31,2025-01-15,1,0,78-002106,78,0,104
64059,ЖК «Univer City. Город возможностей»,СЗ СЭТЛ ПРОЕКТ,7810787614,209865.0,"г. Санкт-Петербург, поселок Шушары",59.7347,30.4825,,,4,5,512,16294.86,2027-12-31,2024-12-26,1,0,78-002105,78,39,105
64046,Пулково Lake,СЗ СКВ СПБ,7803048130,248626.0,"г. Санкт-Петербург, Территория предприятия ""Шушары"", участок 22, (Пулковский)",59.7601,30.334,,,5,5,222,7640.6,2027-12-31,2024-12-26,1,0,78-002104,78,78,106
64045,Пулково Lake,СЗ СКВ СПБ,7803048130,232137.0,"г. Санкт-Петербург, Территория предприятия ""Шушары"", участок 22, (Пулковский)",59.7601,30.3339,,,5,5,390,12339.8,2028-09-30,2024-12-26,1,0,78-002104,78,78,106
64044,Пулково Lake,СЗ СКВ СПБ,7803048130,213181.0,"г. Санкт-Петербург, Территория предприятия ""Шушары"", участок 22, (Пулковский)",59.7599,30.3339,,,5,5,553,17692.6,2026-12-31,2024-12-26,1,0,78-002104,78,78,106
64043,Пулково Lake,СЗ СКВ СПБ,7803048130,228855.0,"г. Санкт-Петербург, Территория предприятия ""Шушары"", участок 22, (Пулковский)",59.7601,30.3343,,,5,5,300,10092.0,2026-12-31,2024-12-26,1,0,78-002104,78,78,106
64016,"ЖК ""Морская миля""",СЗ ЛСР,7838082999,260802.0,"г. Санкт-Петербург, ул Маршала Казакова",59.8614,30.228,Автово,27.5,24,24,2241,69526.38,2026-12-31,2024-12-24,1,0,78-002103,78,15,107
64015,"ЖК ""Морская миля""",СЗ ЛСР,7838082999,267777.0,"г. Санкт-Петербург, ул Маршала Казакова",59.862,30.2282,Автово,27.0333333333333,24,24,747,23905.83,2027-09-30,2024-12-24,1,0,78-002103,78,15,107
63906,ЦДС Dreamline,СЗ УНИВЕРСАЛ ИНВЕСТ КАМЕНКА 1,4703182182,216899.0,"г. Санкт-Петербург, Улица Парашютная",60.0412,30.2359,Комендантский проспект,21.0166666666667,2,18,228,11860.52,2027-03-31,2024-12-17,1,0,78-001965,78,125,108
63756,"Клюква.Парк, 3 очередь",СЗ ЭТАЛОН В ШУШАРАХ,7814799508,224320.0,"г. Санкт-Петербург, ул Школьная",59.8096,30.3454,Купчино,34.6166666666667,13,13,583,24176.1,2028-12-31,2024-12-11,1,0,78-002101,78,160,109
63671,Квартал «Северный ветер»,"ЭЛЕМЕНТ 5,6",7813682056,354504.0,"г. Санкт-Петербург, Участок",59.9403,30.1907,Зенит,38.5833333333333,19,19,530,39493.41,2028-06-30,2024-12-06,1,0,78-002100,78,0,110
63540,ЛСР.Большая Охта,СЗ ЛСР. ПРОЕКТ,7806560931,299778.0,"г. Санкт-Петербург, ул Партизанская",59.9442,30.4234,Площадь Александра Невского 1,19.2666666666667,14,14,352,13739.7,2026-12-31,2024-11-27,1,0,78-002098,78,104,111
63188,"Жилой Комплекс ""Антверпен""",СЗ КОРПОРАЦИЯ ЛЭК ИСТЕЙТ,7825670898,286949.0,г. Санкт-Петербург,59.8272,30.3967,Купчино,17.6666666666667,2,14,207,13489.0,2029-06-30,2024-11-12,1,0,78-002095,78,0,90
63087,"ЖК ""Ultra City 3.0"" 1 очередь",СЗ СЕВЕРНЫЙ ГОРОД,7801720123,250380.0,"г. Санкт-Петербург, ул Парашютная",60.0426,30.2325,,,16,18,474,19567.56,2027-12-31,2024-11-01,1,0,78-002094,78,52,112
62657,,СЗ М 10,7842480382,622983.0,"г. Санкт-Петербург, Улица Моисеенко",59.9377,30.3813,Площадь Восстания,20.9666666666667,7,12,167,11170.0,2028-09-30,2024-10-14,1,0,78-002093,78,0,113
62342,Башни Элемент,СЗ ЭЛЕМЕНТ 3,7802950874,400187.0,"г. Санкт-Петербург, Невская губа, участок 12, (западнее Васильевского острова, квартал 10)",59.9396,30.1855,,,19,23,1026,51170.0,2028-06-30,2024-09-27,1,0,78-002092,78,0,114
62121,НИГИЛИСТ,СЗ БЛЭКСМИТ,7842184263,280000.0,"г. Санкт-Петербург, Улица Фучика",59.8808,30.382,Бухарестская,11.4666666666667,14,14,346,11779.81,2028-03-31,2024-09-19,1,0,78-002090,78,0,95
62071,ЖК Respect,СЗ ВИКТОРИЯ,7804434152,349291.0,"г. Санкт-Петербург, Проспект Полюстровский",59.9884,30.3558,Лесная,12.6,14,14,192,10093.58,2026-12-31,2024-09-17,1,0,78-002089,78,126,115
61952,ЖК Дефанс,СЗ БИЗНЕССИТИ,7811372010,283784.0,"г. Санкт-Петербург, Проспект Юрия Гагарина",59.8505,30.3406,Московская,16.7166666666667,25,25,310,33829.0,2025-12-31,2024-09-06,1,0,78-002087,78,179,116
61951,ЖК Дефанс,СЗ БИЗНЕССИТИ,7811372010,183222.0,"г. Санкт-Петербург, Проспект Юрия Гагарина",59.8505,30.3406,Московская,16.7166666666667,25,25,1580,97758.0,2024-10-23,2024-09-06,0,0,78-002087,78,179,116
61556,ЖК PLUS Пулковский,СЗ СЕВЕРНАЯ ВЕНЕЦИЯ,7810740292,199966.0,"г. Санкт-Петербург, ш Пулковское",59.7467,30.3089,,,6,6,91,3925.04,2026-06-30,2024-08-20,1,0,78-002084,78,56,117
61555,ЖК PLUS Пулковский,СЗ СЕВЕРНАЯ ВЕНЕЦИЯ,7810740292,192508.0,"г. Санкт-Петербург, ш Пулковское",59.7472,30.3079,,,6,6,214,8098.2,2026-06-30,2024-08-20,1,0,78-002084,78,56,117
61554,ЖК PLUS Пулковский,СЗ СЕВЕРНАЯ ВЕНЕЦИЯ,7810740292,193628.0,"г. Санкт-Петербург, ш Пулковское",59.7478,30.3074,,,6,6,90,3897.0,2026-06-30,2024-08-20,1,0,78-002084,78,56,117
61553,ЖК PLUS Пулковский,СЗ СЕВЕРНАЯ ВЕНЕЦИЯ,7810740292,184781.0,"г. Санкт-Петербург, ш Пулковское",59.7474,30.3065,,,6,6,87,3982.97,2026-06-30,2024-08-20,1,0,78-002084,78,56,117
61394,Шкиперский 19,СЗ МОСКВОРЕЦКИЙ ДОМ,7716951338,349865.0,"г. Санкт-Петербург, Шкиперский проток",59.9346,30.23,Приморская,11.1833333333333,4,14,516,26779.6,2027-06-30,2024-08-09,1,0,78-002083,78,186,118
61366,ЛИТЕРА,СЗ ЭРБИАЙ - 6,7801704668,430056.0,"г. Санкт-Петербург, Проспект Большой Смоленский",59.8993,30.4199,Елизаровская,5.46666666666667,9,13,195,10127.3,2027-09-30,2024-08-07,1,0,78-002082,78,0,92
60513,ЖК «Univer City. Город возможностей»,СЗ СЭТЛ ПРОЕКТ,7810787614,211462.0,"г. Санкт-Петербург, Шоссе Колпинское (Детскосельский)",59.7343,30.4805,,,4,5,387,12355.52,2026-12-31,2024-06-21,1,0,78-002078,78,39,119
60055,РАНТА РЕЗИДЕНС,СЗ РАНТА РЕЗИДЕНС,4705109237,380000.0,"г. Санкт-Петербург, г. Зеленогорск, ул Кривоносовская",60.211,29.6849,,,5,5,35,2009.29,2026-12-31,2024-06-07,1,0,78-002076,78,62,120
60053,РАНТА РЕЗИДЕНС,СЗ РАНТА РЕЗИДЕНС,4705109237,405616.0,"г. Санкт-Петербург, г. Зеленогорск, ул Кривоносовская",60.2115,29.6856,,,5,5,35,2009.29,2026-12-31,2024-06-07,1,0,78-002076,78,62,120
60052,РАНТА РЕЗИДЕНС,СЗ РАНТА РЕЗИДЕНС,4705109237,392016.0,"г. Санкт-Петербург, г. Зеленогорск, ул Кривоносовская",60.2111,29.6862,,,5,5,73,3683.46,2026-06-30,2024-06-07,1,0,78-002076,78,62,120
60051,РАНТА РЕЗИДЕНС,СЗ РАНТА РЕЗИДЕНС,4705109237,350000.0,"г. Санкт-Петербург, г. Зеленогорск, ул Кривоносовская",60.2107,29.6859,,,5,5,30,1640.29,2026-06-30,2024-06-07,1,0,78-002076,78,62,120
60050,РАНТА РЕЗИДЕНС,СЗ РАНТА РЕЗИДЕНС,4705109237,371000.0,"г. Санкт-Петербург, г. Зеленогорск, ул Кривоносовская",60.211,29.6872,,,5,5,46,2326.68,2026-06-30,2024-06-07,1,0,78-002076,78,62,120
60049,РАНТА РЕЗИДЕНС,СЗ РАНТА РЕЗИДЕНС,4705109237,396000.0,"г. Санкт-Петербург, г. Зеленогорск, ул Кривоносовская",60.211,29.6872,,,5,5,28,1500.25,2026-06-30,2024-06-07,1,0,78-002076,78,62,120
60018,Жилой комплекс «Парадный ансамбль»,СЗ НОРД СИТИ,7810781281,210404.0,"г. Санкт-Петербург, ш Пулковское",59.7549,30.2988,,,6,6,416,12303.38,2026-12-31,2024-06-06,1,0,78-002075,78,6,117
60017,Жилой комплекс «Парадный ансамбль»,СЗ НОРД СИТИ,7810781281,202017.0,"г. Санкт-Петербург, ш Пулковское",59.7549,30.2988,,,6,6,171,5218.02,2026-12-31,2024-06-06,1,0,78-002075,78,6,117
60016,Жилой комплекс «Парадный ансамбль»,СЗ НОРД СИТИ,7810781281,205623.0,"г. Санкт-Петербург, ш Пулковское",59.7549,30.2988,,,6,6,192,5563.68,2026-12-31,2024-06-06,1,0,78-002075,78,6,117
60015,Жилой комплекс «Парадный ансамбль»,СЗ НОРД СИТИ,7810781281,206162.0,"г. Санкт-Петербург, ш Пулковское",59.7549,30.2988,,,6,6,152,4513.48,2026-12-31,2024-06-06,1,0,78-002075,78,6,117
60014,Жилой комплекс «Парадный ансамбль»,СЗ НОРД СИТИ,7810781281,209881.0,"г. Санкт-Петербург, ш Пулковское",59.7549,30.2988,,,6,6,171,5218.02,2026-12-31,2024-06-06,1,0,78-002075,78,6,117
60013,Жилой комплекс «Парадный ансамбль»,СЗ НОРД СИТИ,7810781281,200464.0,"г. Санкт-Петербург, ш Пулковское",59.7549,30.2988,,,6,6,192,5564.53,2026-12-31,2024-06-06,1,0,78-002075,78,6,117
60012,Жилой комплекс «Парадный ансамбль»,СЗ НОРД СИТИ,7810781281,209160.0,"г. Санкт-Петербург, ш Пулковское",59.7549,30.2988,,,6,6,140,4313.8,2026-12-31,2024-06-06,1,0,78-002075,78,6,117
59990,Жилой квартал Дубровский,СЗ КВС-ПУШКИН,4706051734,220871.0,"г. Санкт-Петербург, г. Пушкин, Улица",59.6969,30.4041,,,5,5,238,11859.73,2026-12-31,2024-06-06,1,0,78-002074,78,60,121
59989,Жилой квартал Дубровский,СЗ КВС-ПУШКИН,4706051734,226162.0,"г. Санкт-Петербург, г. Пушкин, Улица",59.6981,30.4029,,,5,5,193,10740.91,2026-12-31,2024-06-06,1,0,78-002074,78,60,121
59510,"""Кронфорт. Центральный"" корпус 3",СЗ АЛЬКОР - ЦЕНТРАЛЬНЫЙ,7805789609,210679.0,"г. Санкт-Петербург, г. Кронштадт, Дорога Цитадельская",59.999,29.7466,,,5,5,180,9858.81,2026-12-31,2024-05-15,1,0,78-002073,78,193,122
59509,"""Кронфорт. Центральный"" корпус 2",СЗ АЛЬКОР - ЦЕНТРАЛЬНЫЙ,7805789609,224065.0,"г. Санкт-Петербург, г. Кронштадт, Дорога Цитадельская",59.999,29.7466,,,5,5,188,9705.0,2026-12-31,2024-05-15,1,0,78-002073,78,193,122
59331,"ЖК ""ALPEN""",СЗ ЭЙ ЭЙ ДЖИ,7839121200,403365.0,"г. Санкт-Петербург, Улица Магнитогорская",59.9382,30.4205,Новочеркасская,18.6833333333333,1,12,182,9352.53,2026-12-31,2024-04-27,1,0,78-002072,78,0,123
59306,"""LEGENDA Васильевского""",ЛЕГЕНДА ВАСИЛЬЕВСКОГО,7810973191,321803.0,"г. Санкт-Петербург, линия Кожевенная",59.926,30.2463,Горный институт,25.4,11,11,234,10941.0,2027-12-31,2024-04-27,1,0,78-002071,78,124,124
59305,"""LEGENDA Васильевского""",ЛЕГЕНДА ВАСИЛЬЕВСКОГО,7810973191,351905.0,"г. Санкт-Петербург, линия Кожевенная",59.9251,30.2444,Горный институт,23.7166666666667,11,11,500,24584.0,2027-12-31,2024-04-27,1,0,78-002071,78,124,124
58698,N8,СЗ НОВГОРОДСКАЯ,4703180548,457352.0,"г. Санкт-Петербург, Улица Новгородская",59.9344,30.3843,Площадь Александра Невского 1,18.5333333333333,11,11,281,13508.45,2027-06-30,2024-04-02,1,0,78-002068,78,0,125
58563,MONODOM ART МОНОДОМ АРТ,СЗ АЛЬФА,7801559467,318430.0,"г. Санкт-Петербург, ул Гаванская",59.9287,30.2427,Горный институт,17.7666666666667,11,11,125,7023.76,2026-09-30,2024-03-26,1,0,78-002066,78,0,126
58469,Жилой комплекс Дворцовый фасад,СЗ СЭТЛ ДЕВЕЛОПМЕНТ,7810759889,243422.0,"г. Санкт-Петербург, поселок Стрельна, ш Красносельское",59.8423,30.0773,,,5,5,108,3262.14,2027-03-31,2024-03-22,1,0,78-002065,78,13,127
58468,Жилой комплекс Дворцовый фасад,СЗ СЭТЛ ДЕВЕЛОПМЕНТ,7810759889,243321.0,"г. Санкт-Петербург, поселок Стрельна, ш Красносельское",59.8421,30.0769,,,5,5,87,3151.01,2027-03-31,2024-03-22,1,0,78-002065,78,13,127
58467,Жилой комплекс Дворцовый фасад,СЗ СЭТЛ ДЕВЕЛОПМЕНТ,7810759889,233700.0,"г. Санкт-Петербург, поселок Стрельна, ш Красносельское",59.8421,30.0768,,,5,5,182,5902.92,2027-03-31,2024-03-22,1,0,78-002065,78,13,127
58371,GloraX Заневский,СЗ РАЗВИТИЕ,7804677973,300232.1505719905,"г. Санкт-Петербург, пр-кт Заневский",59.9321,30.4325,Ладожская,6.28333333333333,15,15,494,25075.0,2024-06-27,2024-03-20,0,0,78-002064,78,189,128
58264,"ЖК ""Новое Колпино""",СЗ СПБ РЕНОВАЦИЯ - КРАСНЫЙ КИРПИЧНИК-5,7840102032,289204.0,"г. Санкт-Петербург, г. Колпино, ул Загородная",59.7765,30.6006,,,12,12,518,20837.72,2026-03-31,2024-03-14,1,0,78-002063,78,119,129
58262,"ЖК ""Новое Колпино""",СЗ СПБ РЕНОВАЦИЯ - КРАСНЫЙ КИРПИЧНИК-5,7840102032,148696.0,"г. Санкт-Петербург, г. Колпино, ул Загородная",59.7771,30.6025,,,12,12,129,5482.29,2026-03-31,2024-03-14,1,0,78-002062,78,119,129
58261,"ЖК ""Новое Колпино""",СЗ СПБ РЕНОВАЦИЯ - КРАСНЫЙ КИРПИЧНИК-5,7840102032,220556.0,"г. Санкт-Петербург, г. Колпино, ул Загородная",59.7768,30.6028,,,12,12,129,5482.88,2026-03-31,2024-03-14,1,0,78-002062,78,119,129
58202,ЖК Живи в Рыбацком,СЗ СПБ РЕНОВАЦИЯ - СЛАВЯНКА-6,7840102025,248283.0,"г. Санкт-Петербург, территория Усть-Славянка, ул Славянская",59.832,30.5302,Рыбацкое,21.3333333333333,25,25,666,25490.05,2026-06-30,2024-03-11,1,0,78-002061,78,113,130
57942,Belevsky club 4 Белевский клуб 4 ,СЗ БЕЛЕВСКОЕ,7840097223,281401.0,"г. Санкт-Петербург, ул Седова",59.8677,30.4393,Ломоносовская,17.7333333333333,9,9,40,1930.43,2025-12-31,2024-02-26,1,0,78-002060,78,116,131
57931,ОБРАЗЦОВЫЙ КВАРТАЛ 16,СЗ ТЕРМИНАЛ-РЕСУРС,7820338713,196367.0,г. Санкт-Петербург,59.7474,30.3641,,,5,5,99,5037.87,2026-09-30,2024-02-26,1,0,78-002059,78,7,90
57930,ОБРАЗЦОВЫЙ КВАРТАЛ 16,СЗ ТЕРМИНАЛ-РЕСУРС,7820338713,192112.0,г. Санкт-Петербург,59.7473,30.363,,,5,5,194,8182.05,2026-09-30,2024-02-26,1,0,78-002059,78,7,90
57929,ОБРАЗЦОВЫЙ КВАРТАЛ 16,СЗ ТЕРМИНАЛ-РЕСУРС,7820338713,186013.0,г. Санкт-Петербург,59.7476,30.3643,,,5,5,137,6637.39,2026-09-30,2024-02-26,1,0,78-002059,78,7,90
57928,ОБРАЗЦОВЫЙ КВАРТАЛ 17,СЗ ТЕРМИНАЛ-РЕСУРС,7820338713,198432.0,г. Санкт-Петербург,59.7501,30.3563,,,5,5,112,5069.6,2026-09-30,2024-02-26,1,0,78-002058,78,7,90
57927,ОБРАЗЦОВЫЙ КВАРТАЛ 17,СЗ ТЕРМИНАЛ-РЕСУРС,7820338713,199336.0,г. Санкт-Петербург,59.7497,30.3558,,,5,5,168,7126.37,2026-09-30,2024-02-26,1,0,78-002058,78,7,90
57926,ОБРАЗЦОВЫЙ КВАРТАЛ 17,СЗ ТЕРМИНАЛ-РЕСУРС,7820338713,197719.0,г. Санкт-Петербург,59.7497,30.3562,,,5,5,162,6863.65,2026-09-30,2024-02-26,1,0,78-002058,78,7,90
57871,ЖК ИСКРА-Сити,СЗ СИНЕРГИЯ-ПРОЕКТ,7810955322,251525.0,"г. Санкт-Петербург, ул Тельмана",59.8912,30.4799,Улица Дыбенко,16.95,14,19,787,29030.0,2027-06-30,2024-02-20,1,0,78-002057,78,0,132
57776,"Жилой комплекс ""Огни залива""",ДУДЕРГОФСКИЙ ПРОЕКТ,7811387979,242127.0,"г. Санкт-Петербург, пр-кт Ленинский",59.8653,30.1546,,,25,25,606,37124.95,2026-12-31,2024-02-13,1,0,78-002056,78,117,133
57774,"Жилой комплекс ""Огни залива""",ДУДЕРГОФСКИЙ ПРОЕКТ,7811387979,226014.0,"г. Санкт-Петербург, пр-кт Ленинский",59.8661,30.1553,,,25,25,308,18990.18,2026-12-31,2024-02-13,1,0,78-002055,78,117,133
57737,Жилой комплекс «Бионика Заповедная»,СЗ СЭТЛ РАЗВИТИЕ,7814783057,242598.0,"г. Санкт-Петербург, пр-кт Орлово-Денисовский",60.0528,30.2645,Проспект Просвещения,24.65,13,13,237,8137.2,2027-03-31,2024-02-12,1,0,78-002054,78,36,134
57736,Жилой комплекс «Бионика Заповедная»,СЗ СЭТЛ РАЗВИТИЕ,7814783057,245528.0,"г. Санкт-Петербург, пр-кт Орлово-Денисовский",60.0528,30.2645,Проспект Просвещения,24.65,13,13,225,7358.5,2027-03-31,2024-02-12,1,0,78-002054,78,36,134
57735,Жилой комплекс «Бионика Заповедная»,СЗ СЭТЛ РАЗВИТИЕ,7814783057,247460.0,"г. Санкт-Петербург, пр-кт Орлово-Денисовский",60.0528,30.2645,Проспект Просвещения,24.65,13,13,248,8057.25,2027-03-31,2024-02-12,1,0,78-002054,78,36,134
57734,Жилой комплекс «Бионика Заповедная»,СЗ СЭТЛ РАЗВИТИЕ,7814783057,241883.0,"г. Санкт-Петербург, пр-кт Орлово-Денисовский",60.0528,30.2645,Проспект Просвещения,24.65,13,13,213,7363.49,2027-03-31,2024-02-12,1,0,78-002054,78,36,134
57733,Жилой комплекс «Бионика Заповедная»,СЗ СЭТЛ РАЗВИТИЕ,7814783057,253565.0,"г. Санкт-Петербург, пр-кт Орлово-Денисовский",60.0528,30.2645,Проспект Просвещения,24.65,13,13,547,17214.0,2027-03-31,2024-02-12,1,0,78-002054,78,36,134
57732,Жилой комплекс «Бионика Заповедная»,СЗ СЭТЛ РАЗВИТИЕ,7814783057,254146.0,"г. Санкт-Петербург, пр-кт Орлово-Денисовский",60.0528,30.2645,Проспект Просвещения,24.65,1,14,1527,51882.93,2026-09-30,2024-02-12,1,0,78-002054,78,36,134
57731,Жилой комплекс «Бионика Заповедная»,СЗ СЭТЛ РАЗВИТИЕ,7814783057,261689.0,"г. Санкт-Петербург, пр-кт Орлово-Денисовский",60.0528,30.2645,Проспект Просвещения,24.65,13,13,107,3395.85,2026-09-30,2024-02-12,1,0,78-002054,78,36,134
57730,Жилой комплекс «Бионика Заповедная»,СЗ СЭТЛ РАЗВИТИЕ,7814783057,236678.0,"г. Санкт-Петербург, пр-кт Орлово-Денисовский",60.0528,30.2645,Проспект Просвещения,24.65,13,13,365,13049.3,2026-09-30,2024-02-12,1,0,78-002054,78,36,134
